id,first_name,last_name,birth_date,team_id,country,photo,position,rating,pesmaster_url,face_video_url,slug
391,Ramón,Sosa,31/08/1999,93,Paraguay.png,img/jugadores/Ramón Sosa.png,Delantero,75,https://www.pesmaster.com/es/ramon-sosa/efootball-2022/player/152622/,https://youtu.be/k1JrhSFhi9s?si=BGfwDbtJpvDljjyO,ramon-sosa
394,Agustín,Sant'Anna,27/09/1997,94,Uruguay.png,img/jugadores/Agustín Sant'Anna.png,Defensor,70,https://www.pesmaster.com/es/agustin-santanna/efootball-2022/player/159706/,https://youtu.be/DpJHipLf-mQ?si=Mu9G1c1aoPZer_yn,agustin-santanna
395,Neymar,Júnior,05/02/1992,95,Brasil.png,img/jugadores/Neymar da Silva Santos Jr.png,Mediocampista,84,https://www.pesmaster.com/es/neymar-jr/efootball-2022/player/40352/,https://youtu.be/44OmGC61fv8?si=Wqugk_Sy13BZMQY1,neymar-junior
396,Benjamín,Rollheiser,24/03/2000,95,Argentina.png,img/jugadores/Benjamín Rollheiser.png,Delantero,73,https://www.pesmaster.com/es/benjamin-rollheiser/efootball-2022/player/120330/,https://youtu.be/3pxSrbKh8nI?si=rlYqTj0IGT8Kz44G,benjamin-rollheiser
398,Enzo,Díaz,07/12/1995,97,Argentina.png,img/jugadores/Enzo Díaz.png,Defensor,74,https://www.pesmaster.com/es/enzo-diaz/efootball-2022/player/122960/,https://youtu.be/5ZpoHUooBgg?si=Y65xRMVf78ew5_kV,enzo-diaz
397,Gonzalo,Tapia,18/02/2002,97,Chile.png,img/jugadores/Gonzalo Tapia.png,Delantero,72,https://www.pesmaster.com/es/gonzalo-tapia/efootball-2022/player/136007/,https://youtu.be/QRaD3s8j5vU?si=Zs976F-JwNUaqfR9,gonzalo-tapia
399,Pablo,Vegetti,15/10/1988,98,Argentina.png,img/jugadores/Pablo Vegetti.png,Delantero,75,https://www.pesmaster.com/es/pablo-vegetti/efootball-2022/player/60596/,https://youtu.be/e1TsCduUQTA?si=dt6HD_iYNrGsGV7s,pablo-vegetti
346,Alejandro,Grimaldo,20/09/1995,77,España.png,img/jugadores/Alejandro Grimaldo García.png,Defensor,85,https://www.pesmaster.com/es/alejandro-grimaldo/efootball-2022/player/101058/,https://youtu.be/tvVb64Xcal4?si=1DYqO0UBrEzcwsfI,alejandro-grimaldo
349,Jarell,Quansah,29/01/2003,77,Inglaterra.png,img/jugadores/Jarell Quansah.png,Defensor,78,https://www.pesmaster.com/es/jarell-quansah/efootball-2022/player/151813/,https://youtu.be/tY3DttYPBK8?si=kF8sxmHe9mfkTUa1,jarell-quansah
344,Robert,Andrich,22/09/1994,77,Alemania.png,img/jugadores/Robert Andrich.png,Mediocampista,81,https://www.pesmaster.com/es/robert-andrich/efootball-2022/player/142238/,https://youtu.be/gd4GuJfo8Dk?si=Tj2wc9EMdIPF8oEh,robert-andrich
347,Claudio,Echeverri,02/01/2006,77,Argentina.png,img/jugadores/Claudio Echeverri.png,Mediocampista,76,https://www.pesmaster.com/es/claudio-echeverri/efootball-2022/player/160836/,https://youtu.be/QX4QsQfAJRo?si=Oc0A6PX-lVFSNQ8q,claudio-echeverri
343,Equi,Fernández,25/07/2002,77,Argentina.png,img/jugadores/Ezequiel Fernández.png,Mediocampista,78,https://www.pesmaster.com/es/ezequiel-fernandez/efootball-2022/player/140305/,https://youtu.be/Gl0kL84MuCI?si=J9pZOkrFv1twWyWI,equi-fernandez
350,Aleix,García,28/06/1997,77,España.png,img/jugadores/Aleix García Serrano.png,Mediocampista,83,https://www.pesmaster.com/es/aleix-garcia/efootball-2022/player/109101/,https://youtu.be/Jcm59cr2IZ0?si=SGCk2BTev4EA5OhR,aleix-garcia
345,Ezequiel,Palacios,05/10/1998,77,Argentina.png,img/jugadores/Exequiel Alejandro Palacios.png,Mediocampista,84,https://www.pesmaster.com/es/exequiel-palacios/efootball-2022/player/110608/,https://youtu.be/0bb3aLWC1Ow?si=OGBe6173uOrwc6k4,ezequiel-palacios
348,Alejo,Sarco,06/01/2006,77,Argentina.png,img/jugadores/Alejo Sarco.png,Delantero,66,https://www.pesmaster.com/es/alejo-sarco/efootball-2022/player/168622/,https://youtu.be/0p8o34r-Cro?si=Biyi65XSExVsg2tH,alejo-sarco
335,Alphonso,Davies,02/11/2000,79,Canadá.png,img/jugadores/Alphonso Davies.png,Defensor,85,https://www.pesmaster.com/es/alphonso-davies/efootball-2022/player/129961/,https://youtu.be/gUTLMDz35Ig?si=_CqWKtmbiZXdDJyB,alphonso-davies
334,Hikori,Ito,12/05/1999,79,Japón.png,img/jugadores/Hiroki Ito.png,Defensor,82,https://www.pesmaster.com/es/hiroki-ito/efootball-2022/player/124107/,https://youtu.be/1nLx6ozmT44?si=qgaQvF6H1Lx_XnLt,hikori-ito
332,Min-jae,Kim,15/11/1996,79,Corea del Sur.png,img/jugadores/Min Jae Kim.png,Defensor,83,https://www.pesmaster.com/es/kim-minjae/efootball-2022/player/122460/,https://youtu.be/RrYN2NzG_EM?si=LlqUpOTBw7UHDqOU,min-jae-kim
331,Jonathan,Tah,11/02/1996,79,Alemania.png,img/jugadores/Jonathan Tah.png,Defensor,84,https://www.pesmaster.com/es/jonathan-tah/efootball-2022/player/112376/,https://youtu.be/RMVY3JTKHJA?si=HTVt-4SxSGIqsUUt,jonathan-tah
333,Dayot,Upamecano,27/10/1998,79,Francia.png,img/jugadores/Dayot Upamecano.png,Defensor,86,https://www.pesmaster.com/es/dayot-upamecano/efootball-2022/player/116655/,https://youtu.be/DCK-AtpZGgc?si=6zSHpZunU3uCqn9-,dayot-upamecano
337,Tom,Bischof,28/06/2005,79,Alemania.png,img/jugadores/Tom Bischof.png,Mediocampista,78,https://www.pesmaster.com/es/tom-bischof/efootball-2022/player/174044/,https://youtu.be/i-bIbh6UIjQ?si=d2n0saEhpMIj2O89,tom-bischof
340,Jamal,Musiala,26/02/2003,79,Alemania.png,img/jugadores/Jamal Musiala.png,Mediocampista,87,https://www.pesmaster.com/es/jamal-musiala/efootball-2022/player/138000/,https://youtu.be/eBPw2KwScro?si=BCwlc1z0wImiJQtB,jamal-musiala
338,Michael,Olise,12/12/2001,79,Francia.png,img/jugadores/Michael Olise.png,Mediocampista,87,https://www.pesmaster.com/es/michael-olise/efootball-2022/player/129369/,https://youtu.be/MrvrtijriCI?si=PMiAfo40SEMr5S38,michael-olise
336,Aleksandar,Pavlović,03/05/2004,79,Alemania.png,img/jugadores/Aleksandar Pavlović.png,Mediocampista,81,https://www.pesmaster.com/es/aleksandar-pavlovic/efootball-2022/player/162163/,https://youtu.be/m-WoB6ARRh4?si=3S2ak8AnY3q453n3,aleksandar-pavlovic
341,Luis,Díaz,13/01/1997,79,Colombia.png,img/jugadores/Luis Fernando Díaz Marulanda.png,Delantero,87,https://www.pesmaster.com/es/luis-diaz/efootball-2022/player/119907/,https://youtu.be/slTDJdY8FJo?si=gqjsHjclSEgkgbDs,luis-diaz
339,Serge,Gnabry,14/07/1995,79,Francia.png,img/jugadores/Serge Gnabry.png,Delantero,82,https://www.pesmaster.com/es/serge-gnabry/efootball-2022/player/60884/,https://youtu.be/06nmfSV4FYY?si=y5a2K0dgQEfWT5IU,serge-gnabry
342,Nicolas,Jackson,20/06/2001,79,Senegal.png,img/jugadores/Nicolas Jackson.png,Delantero,81,https://www.pesmaster.com/es/nicolas-jackson/efootball-2022/player/140870/,https://youtu.be/zJSgdO6flJM?si=JRfnsGB_MVbf1Vs8,nicolas-jackson
353,Aaron,Anselmino,29/04/2005,78,Argentina.png,img/jugadores/Aaron Anselmino.png,Defensor,75,https://www.pesmaster.com/es/aaron-anselmino/efootball-2022/player/163543/,https://youtu.be/zfwjKxSdX-Y?si=8VSqhzVzvWvNlsfp,aaron-anselmino
354,Yan,Couto,03/06/2002,78,Brasil.png,img/jugadores/Yan Bueno Couto.png,Defensor,78,https://www.pesmaster.com/es/yan-couto/efootball-2022/player/135017/,https://youtu.be/3n5EHeohfqo?si=j_L8Xmhdm8QQRA8V,yan-couto
352,Nico,Schlotterbeck,01/12/1999,78,Alemania.png,img/jugadores/Nico Schlotterbeck.png,Defensor,87,https://www.pesmaster.com/es/nico-schlotterbeck/efootball-2022/player/142237/,https://youtu.be/2myUpY2Y0bo?si=puPa3tK2Kf4CvLac,nico-schlotterbeck
351,Niklas,Süle,03/09/1995,78,Alemania.png,img/jugadores/Niklas Süle.png,Defensor,81,https://www.pesmaster.com/es/niklas-sule/efootball-2022/player/116136/,https://youtu.be/6uRtRqpNQj8?si=TMEgyr8Xl_sdgYcI,niklas-sule
356,Jobe,Bellingham,23/09/2005,78,Inglaterra.png,img/jugadores/Jobe Bellingham.png,Mediocampista,77,https://www.pesmaster.com/es/jobe-bellingham/efootball-2022/player/147337/,https://youtu.be/wUrb3_320TQ?si=Q3BemZHCuY5gAMHU,jobe-bellingham
357,Carney,Chukwuemeka,20/10/2003,78,Inglaterra.png,img/jugadores/Carney Chukwuemeka.png,Mediocampista,77,https://www.pesmaster.com/es/carney-chukwuemeka/efootball-2022/player/143418/,https://youtu.be/w3K9twOE4LA?si=DU2umJ5J09Nb6hXr,carney-chukwuemeka
355,Karim,Adeyemi,18/01/2002,78,Alemania.png,img/jugadores/Karim Adeyemi.png,Delantero,81,https://www.pesmaster.com/es/karim-adeyemi/efootball-2022/player/144438/,https://youtu.be/hUw_zsOADug?si=A4olb8-YORROwcyV,karim-adeyemi
358,Maximilian,Beier,17/10/2002,78,Alemania.png,img/jugadores/Maximilian Beier.png,Delantero,80,https://www.pesmaster.com/es/maximilian-beier/efootball-2022/player/142159/,https://youtu.be/-Ndj9ba6-Cs?si=IaKtSquFdbUf5qg_,maximilian-beier
407,Robert,Rojas,30/04/1996,114,Paraguay.png,img/jugadores/Robert Rojas.png,Defensor,71,https://www.pesmaster.com/es/robert-rojas/efootball-2022/player/128028/,https://youtu.be/46LvrTjgIls?si=1SNKMTPSY6c6syhX,robert-rojas
408,David,Martínez,21/01/1998,115,Paraguay.png,img/jugadores/David Martínez.png,Defensor,72,https://www.pesmaster.com/es/david-martinez/efootball-2022/player/118960/,https://youtu.be/5uGjJFTjxhQ?si=f2yjzk_T4J5hOmUz,david-martinez
409,Iván,Leguizamón,03/07/2002,115,Paraguay.png,img/jugadores/Iván Leguizamón.png,Delantero,70,https://www.pesmaster.com/es/ivan-leguizamon/efootball-2022/player/151530/,https://youtu.be/asDS_cfpv9c?si=hvbUqqEm0yCcp3cI,ivan-leguizamon
310,Unai,Simón,11/06/1997,58,España.png,img/jugadores/Unai Simón Mendibil.png,Arquero,85,https://www.pesmaster.com/es/unai-simon/efootball-2022/player/106957/,https://youtu.be/psv1ysk20qk?si=SLFje-NXqrA6yCZY,unai-simon
311,Dani,Vivian,05/07/1999,58,España.png,img/jugadores/Daniel Vivian Moreno.png,Defensor,83,https://www.pesmaster.com/es/dani-vivian/efootball-2022/player/124996/,https://youtu.be/GToFIuOv9Xo?si=I3-0pkj4IGPaCDWY,dani-vivian
309,Nico,Williams,12/07/2002,58,España.png,img/jugadores/Nicholas Williams Arthuer.png,Delantero,84,https://www.pesmaster.com/es/nico-williams/efootball-2022/player/142261/,https://youtu.be/7AWFAJ7sKD4?si=dytG_-6U7k9vQqMi,nico-williams
268,Robin,Le Normand,11/11/1996,59,España.png,img/jugadores/Robin Le Normand.png,Defensor,83,https://www.pesmaster.com/es/robin-le-normand/efootball-2022/player/112009/,https://youtu.be/85FJNfgP5CA?si=BvhdulN5WTFjK7Ix,robin-le-normand
267,Nahuel,Molina,06/04/1998,59,Argentina.png,img/jugadores/Nahuel Molina Lucero.png,Defensor,79,https://www.pesmaster.com/es/nahuel-molina/efootball-2022/player/111096/,https://youtu.be/3N4j5BfFj9U?si=y3D5u1kSbG__jGw-,nahuel-molina
269,Matteo,Ruggeri,11/07/2002,59,Italia.png,img/jugadores/Matteo Ruggeri.png,Defensor,78,https://www.pesmaster.com/es/matteo-ruggeri/efootball-2022/player/140703/,https://youtu.be/IFOauuZ-0NY?si=F6xuKt62FAGsmKxu,matteo-ruggeri
272,Thiago,Almada,26/04/2001,59,Argentina.png,img/jugadores/Thiago Almada.png,Mediocampista,83,https://www.pesmaster.com/es/thiago-almada/efootball-2022/player/126349/,https://youtu.be/I9N-gwLiLMw?si=VhXYlE0C6TRleDIL,thiago-almada
263,Pablo,Barrios,15/06/2003,59,España.png,img/jugadores/Pablo Barrios Rivas.png,Mediocampista,83,https://www.pesmaster.com/es/pablo-barrios/efootball-2022/player/152908/,https://youtu.be/piSWp4wpB2U?si=Q4fugY2ACcSTlsZE,pablo-barrios
264,Conor,Gallagher,06/02/2000,59,Inglaterra.png,img/jugadores/Conor Gallagher.png,Mediocampista,82,https://www.pesmaster.com/es/conor-gallagher/efootball-2022/player/131728/,https://youtu.be/GPD3Bad0LAo?si=e5HGxv7Qip2y5qDG,conor-gallagher
265,Álex,Baena,20/07/2001,59,España.png,img/jugadores/Alejandro Baena Rodríguez.png,Delantero,84,https://www.pesmaster.com/es/alex-baena/efootball-2022/player/134758/,https://youtu.be/T0ykm5q76Kc?si=z1xf7poY-tYdTMTq,alex-baena
266,Nicolás,González,06/04/1998,59,Argentina.png,img/jugadores/Nico Gonzalez.png,Delantero,80,https://www.pesmaster.com/es/nicolas-gonzalez/efootball-2022/player/116541/,https://youtu.be/nDJLE0jWTjg?si=Lk-RcesFr08bHIXL,nicolas-gonzalez
262,Giuliano,Simeone,18/12/2002,59,Argentina.png,img/jugadores/Giuliano Simeone.png,Delantero,81,https://www.pesmaster.com/es/giuliano-simeone/efootball-2022/player/147290/,https://youtu.be/6Icmw18s2rw?si=FQJXeWcwMEcRQ1p0,giuliano-simeone
270,Alexander,Sørloth,05/12/1995,59,Noruega.png,img/jugadores/Alexander Sørloth.png,Delantero,83,https://www.pesmaster.com/es/alexander-sorloth/efootball-2022/player/110838/,https://youtu.be/EkUMEeyE3HM?si=vJA_9r74zGOnY4aF,alexander-srloth
271,Julián,Álvarez,31/01/2000,59,Argentina.png,img/jugadores/Julián Álvarez.png,Delantero,89,https://www.pesmaster.com/es/julian-alvarez/efootball-2022/player/126624/,https://youtu.be/pP8VrbYnkKs?si=s-_-codghHaHyYhy,julian-alvarez
278,Joan,García,04/05/2001,60,España.png,img/jugadores/Joan García Pons.png,Arquero,84,https://www.pesmaster.com/es/joan-garcia/efootball-2022/player/141038/,https://youtu.be/lFRzj6HqpuY?si=uJ3dl6Hth5Yxosu7,joan-garcia
274,Ronald,Araújo,07/03/1999,60,Uruguay.png,img/jugadores/Ronald Araujo.png,Defensor,84,https://www.pesmaster.com/es/ronald-araujo/efootball-2022/player/132544/,https://youtu.be/yGhm9nCQqzY?si=Prh20k1LmA511R8Y,ronald-araujo
276,Alejandro,Balde,18/10/2003,60,España.png,img/jugadores/Alejandro Balde Martínez.png,Defensor,84,https://www.pesmaster.com/es/alejandro-balde/efootball-2022/player/147233/,https://youtu.be/7vN5TC-z61M?si=3YoP7ZFVrE7VsyIo,alejandro-balde
275,Pau,Cubarsí,22/01/2007,60,España.png,img/jugadores/Pau Cubarsí Paredes.png,Defensor,84,https://www.pesmaster.com/es/pau-cubarsi/efootball-2022/player/165696/,https://youtu.be/dc88U3JpC7E?si=5XLZ9b3xs-UD--Ec,pau-cubarsi
273,Jules,Koundé,12/11/1998,60,Francia.png,img/jugadores/Jules Koundé.png,Defensor,87,https://www.pesmaster.com/es/jules-kounde/efootball-2022/player/110784/,https://youtu.be/FV6wACj_CcM?si=RNUKTfyzDx3gLacq,jules-kounde
277,Gerard,Martín,26/02/2002,60,España.png,img/jugadores/Gerard Martín Langreo.png,Defensor,75,https://www.pesmaster.com/es/gerard-martin/efootball-2022/player/138183/,https://youtu.be/6C0YYKEFHiI?si=rFBOlnPDMqeRc8qX,gerard-martin
281,Marc,Bernal,26/05/2007,60,España.png,img/jugadores/Marc Bernal Casas.png,Mediocampista,68,https://www.pesmaster.com/es/marc-bernal/efootball-2022/player/171610/,https://youtu.be/Tn22NYuddXU?si=UYc6NnLs6fcRPdge,marc-bernal
280,Marc,Casadó,14/09/2003,60,España.png,img/jugadores/Marc Casadó Torras.png,Mediocampista,80,https://www.pesmaster.com/es/marc-casado/efootball-2022/player/155460/,https://youtu.be/7NbAIdXMI2o?si=aGFdUtUhaYJZI0hZ,marc-casado
279,Frenkie,de Jong,12/05/1997,60,Holanda.png,img/jugadores/Frenkie de Jong.png,Mediocampista,87,https://www.pesmaster.com/es/frenkie-de-jong/efootball-2022/player/108662/,https://youtu.be/_TzP0RWfyac?si=R_ay673MRxAoWjOG,frenkie-de-jong
289,Pablo,Gavi,05/08/2004,60,España.png,img/jugadores/Pablo Martín Páez Gavira.png,Mediocampista,82,https://www.pesmaster.com/es/gavi/efootball-2022/player/147235/,https://youtu.be/6h6hFDpn2n4?si=V2vgs_RqU4tubKjo,pablo-gavi
282,Pedri,González,25/11/2002,60,España.png,img/jugadores/Pedro González López.png,Mediocampista,90,https://www.pesmaster.com/es/pedri/efootball-2022/player/133157/,https://youtu.be/ZEVHioRbxTg?si=CcSOyygNPtt8Zj-_,pedri-gonzalez
283,Fermín,López,11/05/2003,60,España.png,img/jugadores/Fermín López Marín.png,Mediocampista,82,https://www.pesmaster.com/es/fermin-lopez/efootball-2022/player/161548/,https://youtu.be/gr9WkC6R5KI?si=SpRlc0jpa-ZeahZ0,fermin-lopez
288,Dani,Olmo,07/05/1998,60,España.png,img/jugadores/Daniel Olmo Carvajal.png,Mediocampista,85,https://www.pesmaster.com/es/dani-olmo/efootball-2022/player/110902/,https://youtu.be/Fz21X4NdQMA?si=toO_JoV2vWUZApQS,dani-olmo
285,Raphinha,Dias,14/12/1996,60,Brasil.png,img/jugadores/Raphael Dias Belloli.png,Delantero,90,https://www.pesmaster.com/es/raphinha/efootball-2022/player/110644/,https://youtu.be/NcgUCthK3bE?si=KqOq_T7AwBAi5fmJ,raphinha-dias
286,Robert,Lewandowski,21/08/1988,60,Polonia.png,img/jugadores/Robert Lewandowski.png,Delantero,87,https://www.pesmaster.com/es/robert-lewandowski/efootball-2022/player/40002/,https://youtu.be/o1si0OW-20s?si=3iAxNTG6amLgX1jQ,robert-lewandowski
